validdate;t_2m:C;wind_speed_10m:kmh;relative_humidity_2m:p
2000-12-31T00:00:00Z;-30.6;24.1;75.0
2001-01-01T00:00:00Z;-31.3;20.1;76.7
2001-01-02T00:00:00Z;-30.9;19.5;77.1
2001-01-03T00:00:00Z;-29.8;23.8;75.8
2001-01-04T00:00:00Z;-28.5;27.0;79.5
2001-01-05T00:00:00Z;-30.3;16.1;78.4
2001-01-06T00:00:00Z;-32.9;16.7;75.6
2001-01-07T00:00:00Z;-31.1;13.5;81.3
2001-01-08T00:00:00Z;-32.8;38.2;72.6
2001-01-09T00:00:00Z;-26.9;51.1;71.7
2001-01-10T00:00:00Z;-28.7;35.7;76.1
2001-01-11T00:00:00Z;-30.0;16.0;75.7
2001-01-12T00:00:00Z;-28.9;17.0;76.5
2001-01-13T00:00:00Z;-28.6;26.7;76.4
2001-01-14T00:00:00Z;-27.8;30.0;76.8
2001-01-15T00:00:00Z;-26.2;41.3;77.8
2001-01-16T00:00:00Z;-13.8;33.4;85.2
2001-01-17T00:00:00Z;-15.8;31.0;81.7
2001-01-18T00:00:00Z;-23.3;9.2;75.6
2001-01-19T00:00:00Z;-21.6;20.8;81.0
2001-01-20T00:00:00Z;-21.7;23.5;81.0
2001-01-21T00:00:00Z;-22.0;18.8;80.0
2001-01-22T00:00:00Z;-22.0;35.4;78.6
2001-01-23T00:00:00Z;-21.5;37.5;79.4
2001-01-24T00:00:00Z;-23.6;31.4;78.8
2001-01-25T00:00:00Z;-24.9;34.2;78.7
2001-01-26T00:00:00Z;-23.2;43.4;77.3
2001-01-27T00:00:00Z;-22.9;34.2;79.8
2001-01-28T00:00:00Z;-25.9;25.5;77.7
2001-01-29T00:00:00Z;-27.9;12.5;76.9
2001-01-30T00:00:00Z;-28.2;10.7;76.5
2001-01-31T00:00:00Z;-28.0;15.4;76.9
2001-02-01T00:00:00Z;-23.2;10.2;78.8
2001-02-02T00:00:00Z;-25.0;10.3;79.3
2001-02-03T00:00:00Z;-23.7;23.1;82.0
2001-02-04T00:00:00Z;-26.9;8.5;78.0
2001-02-05T00:00:00Z;-26.4;5.5;84.2
2001-02-06T00:00:00Z;-27.8;18.2;77.2
2001-02-07T00:00:00Z;-18.7;38.7;81.4
2001-02-08T00:00:00Z;-8.7;26.8;90.4
2001-02-09T00:00:00Z;-10.8;16.4;86.1
2001-02-10T00:00:00Z;-15.9;33.7;86.0
2001-02-11T00:00:00Z;-16.3;23.3;85.9
2001-02-12T00:00:00Z;-19.0;39.6;79.5
2001-02-13T00:00:00Z;-15.1;20.6;85.8
2001-02-14T00:00:00Z;-15.6;11.1;87.4
2001-02-15T00:00:00Z;-9.0;39.2;83.4
2001-02-16T00:00:00Z;-8.2;35.5;86.2
2001-02-17T00:00:00Z;-19.0;10.9;78.0
2001-02-18T00:00:00Z;-21.2;29.0;81.2
2001-02-19T00:00:00Z;-16.0;32.9;79.4
2001-02-20T00:00:00Z;-11.4;15.2;91.6
2001-02-21T00:00:00Z;-13.5;16.2;81.0
2001-02-22T00:00:00Z;-20.4;23.6;78.7
2001-02-23T00:00:00Z;-25.6;28.4;74.9
2001-02-24T00:00:00Z;-27.4;17.1;75.7
2001-02-25T00:00:00Z;-28.0;26.5;76.4
2001-02-26T00:00:00Z;-25.4;36.4;76.8
2001-02-27T00:00:00Z;-24.6;41.6;78.3
2001-02-28T00:00:00Z;-26.5;43.2;76.9
2001-03-01T00:00:00Z;-22.8;34.7;75.9
2001-03-02T00:00:00Z;-22.4;30.7;76.0
2001-03-03T00:00:00Z;-24.6;36.8;76.8
2001-03-04T00:00:00Z;-23.3;32.6;79.4
2001-03-05T00:00:00Z;-22.7;38.5;79.6
2001-03-06T00:00:00Z;-26.2;38.7;77.0
2001-03-07T00:00:00Z;-25.9;24.4;77.8
2001-03-08T00:00:00Z;-25.8;30.3;76.8
2001-03-09T00:00:00Z;-25.6;20.9;78.2
2001-03-10T00:00:00Z;-26.3;26.3;77.4
2001-03-11T00:00:00Z;-26.1;24.7;77.7
2001-03-12T00:00:00Z;-25.6;29.3;77.3
2001-03-13T00:00:00Z;-29.6;28.1;71.0
2001-03-14T00:00:00Z;-28.3;10.3;76.3
2001-03-15T00:00:00Z;-27.6;10.3;76.9
2001-03-16T00:00:00Z;-27.0;27.6;77.1
2001-03-17T00:00:00Z;-28.6;25.1;75.1
2001-03-18T00:00:00Z;-28.3;7.2;76.4
2001-03-19T00:00:00Z;-27.7;9.9;76.8
2001-03-20T00:00:00Z;-27.0;20.6;76.8
2001-03-21T00:00:00Z;-23.9;31.3;73.9
2001-03-22T00:00:00Z;-22.4;20.0;80.8
2001-03-23T00:00:00Z;-19.6;31.7;78.1
2001-03-24T00:00:00Z;-20.4;10.0;80.6
2001-03-25T00:00:00Z;-24.0;23.6;70.3
2001-03-26T00:00:00Z;-25.3;8.1;78.2
2001-03-27T00:00:00Z;-25.5;18.2;77.5
2001-03-28T00:00:00Z;-25.1;17.3;77.0
2001-03-29T00:00:00Z;-25.4;16.1;76.3
2001-03-30T00:00:00Z;-22.5;23.1;78.1
2001-03-31T00:00:00Z;-21.6;21.4;74.3
2001-04-01T00:00:00Z;-22.3;29.6;61.5
2001-04-02T00:00:00Z;-22.6;35.1;63.6
2001-04-03T00:00:00Z;-21.5;26.4;71.7
2001-04-04T00:00:00Z;-21.6;32.0;77.5
2001-04-05T00:00:00Z;-20.5;23.4;78.2
2001-04-06T00:00:00Z;-20.8;20.3;79.3
2001-04-07T00:00:00Z;-18.3;40.8;80.4
2001-04-08T00:00:00Z;-13.8;28.9;85.2
2001-04-09T00:00:00Z;-9.6;14.6;88.6
2001-04-10T00:00:00Z;-12.1;23.7;76.5
2001-04-11T00:00:00Z;-12.0;21.1;83.9
2001-04-12T00:00:00Z;-10.7;32.4;86.0
2001-04-13T00:00:00Z;-9.0;24.5;87.4
2001-04-14T00:00:00Z;-10.1;26.1;75.9
2001-04-15T00:00:00Z;-12.4;9.6;72.5
2001-04-16T00:00:00Z;-12.2;15.8;82.2
2001-04-17T00:00:00Z;-14.3;27.1;74.1
2001-04-18T00:00:00Z;-16.9;36.3;75.5
2001-04-19T00:00:00Z;-16.8;35.8;77.6
2001-04-20T00:00:00Z;-15.6;39.3;80.2
2001-04-21T00:00:00Z;-13.7;37.1;78.2
2001-04-22T00:00:00Z;-11.7;25.7;80.5
2001-04-23T00:00:00Z;-11.2;23.2;82.6
2001-04-24T00:00:00Z;-14.2;21.2;69.6
2001-04-25T00:00:00Z;-12.1;16.4;74.2
2001-04-26T00:00:00Z;-11.8;18.9;77.8
2001-04-27T00:00:00Z;-12.1;32.5;72.5
2001-04-28T00:00:00Z;-15.8;18.8;68.2
2001-04-29T00:00:00Z;-17.0;15.8;65.9
2001-04-30T00:00:00Z;-15.9;17.8;66.9
2001-05-01T00:00:00Z;-15.5;18.7;57.7
2001-05-02T00:00:00Z;-16.6;8.9;71.4
2001-05-03T00:00:00Z;-14.6;12.3;71.4
2001-05-04T00:00:00Z;-12.6;9.1;70.1
2001-05-05T00:00:00Z;-11.7;12.9;66.7
2001-05-06T00:00:00Z;-11.7;10.4;65.7
2001-05-07T00:00:00Z;-12.5;17.7;70.9
2001-05-08T00:00:00Z;-13.3;30.4;78.6
2001-05-09T00:00:00Z;-12.0;31.6;81.2
2001-05-10T00:00:00Z;-9.6;18.5;79.6
2001-05-11T00:00:00Z;-9.2;5.6;78.3
2001-05-12T00:00:00Z;-8.8;9.1;80.7
2001-05-13T00:00:00Z;-6.6;16.2;76.1
2001-05-14T00:00:00Z;-4.2;11.7;88.0
2001-05-15T00:00:00Z;-5.8;15.0;81.9
2001-05-16T00:00:00Z;-6.8;8.2;74.4
2001-05-17T00:00:00Z;-5.5;12.3;79.5
2001-05-18T00:00:00Z;-5.1;10.7;66.0
2001-05-19T00:00:00Z;-5.7;23.6;71.2
2001-05-20T00:00:00Z;-4.5;17.1;75.6
2001-05-21T00:00:00Z;-4.6;10.2;76.2
2001-05-22T00:00:00Z;-5.5;16.3;74.2
2001-05-23T00:00:00Z;-6.1;17.6;70.4
2001-05-24T00:00:00Z;-5.9;22.8;80.6
2001-05-25T00:00:00Z;-6.1;9.4;66.8
2001-05-26T00:00:00Z;-6.4;9.8;67.2
2001-05-27T00:00:00Z;-5.6;11.7;68.4
2001-05-28T00:00:00Z;-4.3;20.9;77.9
2001-05-29T00:00:00Z;-4.2;31.6;83.8
2001-05-30T00:00:00Z;-1.2;35.1;87.7
2001-05-31T00:00:00Z;-1.4;6.4;97.1
2001-06-01T00:00:00Z;1.1;19.1;91.7
2001-06-02T00:00:00Z;1.7;28.2;94.0
2001-06-03T00:00:00Z;0.1;4.5;84.2
2001-06-04T00:00:00Z;0.8;24.4;91.7
2001-06-05T00:00:00Z;1.5;27.3;93.9
2001-06-06T00:00:00Z;1.1;11.9;95.7
2001-06-07T00:00:00Z;0.7;21.7;85.4
2001-06-08T00:00:00Z;0.3;13.2;77.8
2001-06-09T00:00:00Z;-0.1;8.9;79.8
2001-06-10T00:00:00Z;-0.7;12.5;81.0
2001-06-11T00:00:00Z;1.0;22.3;96.5
2001-06-12T00:00:00Z;1.4;15.3;83.6
2001-06-13T00:00:00Z;1.8;8.3;95.9
2001-06-14T00:00:00Z;1.9;19.0;98.6
2001-06-15T00:00:00Z;1.9;15.0;93.1
2001-06-16T00:00:00Z;1.4;18.8;86.1
2001-06-17T00:00:00Z;2.4;31.1;94.2
2001-06-18T00:00:00Z;1.3;4.8;96.7
2001-06-19T00:00:00Z;0.5;39.6;84.6
2001-06-20T00:00:00Z;-0.6;36.7;79.7
2001-06-21T00:00:00Z;1.4;12.0;85.1
2001-06-22T00:00:00Z;1.4;10.3;77.2
2001-06-23T00:00:00Z;1.5;9.9;68.2
2001-06-24T00:00:00Z;1.8;29.9;89.5
2001-06-25T00:00:00Z;2.7;31.7;88.5
2001-06-26T00:00:00Z;3.0;14.4;90.8
2001-06-27T00:00:00Z;2.4;10.6;94.1
2001-06-28T00:00:00Z;2.1;14.1;96.2
2001-06-29T00:00:00Z;1.9;12.2;99.5
2001-06-30T00:00:00Z;0.5;13.6;99.7
2001-07-01T00:00:00Z;2.0;16.2;96.8
2001-07-02T00:00:00Z;2.9;8.4;93.3
2001-07-03T00:00:00Z;4.0;12.5;87.3
2001-07-04T00:00:00Z;0.8;13.4;87.0
2001-07-05T00:00:00Z;0.8;19.3;82.2
2001-07-06T00:00:00Z;1.4;14.7;87.2
2001-07-07T00:00:00Z;1.5;7.8;91.8
2001-07-08T00:00:00Z;1.6;8.1;87.3
2001-07-09T00:00:00Z;1.5;10.3;82.3
2001-07-10T00:00:00Z;1.8;22.2;80.4
2001-07-11T00:00:00Z;1.8;34.1;90.0
2001-07-12T00:00:00Z;1.8;31.8;86.4
2001-07-13T00:00:00Z;1.4;23.9;84.4
2001-07-14T00:00:00Z;0.9;18.4;88.7
2001-07-15T00:00:00Z;1.2;21.0;91.8
2001-07-16T00:00:00Z;2.2;34.3;89.7
2001-07-17T00:00:00Z;3.9;27.3;94.0
2001-07-18T00:00:00Z;4.0;14.7;92.7
2001-07-19T00:00:00Z;2.2;13.9;99.6
2001-07-20T00:00:00Z;2.3;24.9;99.5
2001-07-21T00:00:00Z;2.9;12.4;98.6
2001-07-22T00:00:00Z;0.7;17.7;93.3
2001-07-23T00:00:00Z;1.9;11.8;91.0
2001-07-24T00:00:00Z;1.1;4.5;96.6
2001-07-25T00:00:00Z;0.9;26.7;90.8
2001-07-26T00:00:00Z;1.0;24.5;92.8
2001-07-27T00:00:00Z;1.0;12.6;83.7
2001-07-28T00:00:00Z;1.0;21.2;92.6
2001-07-29T00:00:00Z;1.6;12.5;96.8
2001-07-30T00:00:00Z;0.8;16.1;97.7
2001-07-31T00:00:00Z;0.4;11.3;80.1
2001-08-01T00:00:00Z;-0.0;21.0;87.0
2001-08-02T00:00:00Z;0.7;20.4;97.1
2001-08-03T00:00:00Z;0.8;18.1;91.3
2001-08-04T00:00:00Z;0.5;22.4;84.9
2001-08-05T00:00:00Z;0.3;30.0;96.9
2001-08-06T00:00:00Z;0.5;28.9;94.6
2001-08-07T00:00:00Z;0.5;15.5;92.7
2001-08-08T00:00:00Z;0.9;19.8;95.5
2001-08-09T00:00:00Z;0.8;24.1;96.4
2001-08-10T00:00:00Z;-0.3;15.8;93.3
2001-08-11T00:00:00Z;1.2;11.4;98.2
2001-08-12T00:00:00Z;-0.0;22.9;90.4
2001-08-13T00:00:00Z;2.5;24.7;99.4
2001-08-14T00:00:00Z;-0.1;23.3;89.4
2001-08-15T00:00:00Z;0.2;24.6;86.8
2001-08-16T00:00:00Z;-0.3;31.9;85.6
2001-08-17T00:00:00Z;-0.3;35.2;89.5
2001-08-18T00:00:00Z;-0.3;21.5;89.6
2001-08-19T00:00:00Z;-1.1;8.9;84.6
2001-08-20T00:00:00Z;-1.5;25.9;91.6
2001-08-21T00:00:00Z;-0.5;29.5;93.1
2001-08-22T00:00:00Z;-0.9;24.6;95.4
2001-08-23T00:00:00Z;-0.6;21.6;87.5
2001-08-24T00:00:00Z;0.1;28.2;91.0
2001-08-25T00:00:00Z;-1.0;24.7;89.3
2001-08-26T00:00:00Z;-1.6;23.6;92.1
2001-08-27T00:00:00Z;-0.5;15.9;93.0
2001-08-28T00:00:00Z;-0.3;12.1;95.9
2001-08-29T00:00:00Z;0.1;16.1;97.8
2001-08-30T00:00:00Z;-0.2;33.3;95.4
2001-08-31T00:00:00Z;0.5;20.9;97.3
2001-09-01T00:00:00Z;-0.1;15.4;98.8
2001-09-02T00:00:00Z;-0.3;12.3;97.9
2001-09-03T00:00:00Z;-0.1;15.8;95.6
2001-09-04T00:00:00Z;-2.1;18.2;93.1
2001-09-05T00:00:00Z;-0.3;26.9;96.5
2001-09-06T00:00:00Z;0.2;26.8;98.6
2001-09-07T00:00:00Z;-0.5;11.4;97.2
2001-09-08T00:00:00Z;-0.5;17.4;96.4
2001-09-09T00:00:00Z;-0.6;15.8;95.7
2001-09-10T00:00:00Z;1.4;23.9;93.2
2001-09-11T00:00:00Z;0.6;12.4;94.9
2001-09-12T00:00:00Z;0.2;10.5;94.4
2001-09-13T00:00:00Z;-0.6;24.4;96.5
2001-09-14T00:00:00Z;-0.7;20.9;95.7
2001-09-15T00:00:00Z;-0.1;29.9;88.8
2001-09-16T00:00:00Z;-1.2;2.6;95.4
2001-09-17T00:00:00Z;-1.7;13.9;94.1
2001-09-18T00:00:00Z;-2.8;16.7;96.5
2001-09-19T00:00:00Z;-2.6;22.7;91.8
2001-09-20T00:00:00Z;-2.3;16.9;93.5
2001-09-21T00:00:00Z;-1.6;21.6;93.9
2001-09-22T00:00:00Z;-3.0;33.5;96.7
2001-09-23T00:00:00Z;-0.9;26.7;93.9
2001-09-24T00:00:00Z;-1.1;30.9;93.4
2001-09-25T00:00:00Z;-3.1;32.2;84.8
2001-09-26T00:00:00Z;-4.1;32.5;77.3
2001-09-27T00:00:00Z;-6.2;27.8;76.3
2001-09-28T00:00:00Z;-6.7;15.9;78.0
2001-09-29T00:00:00Z;-5.8;16.3;77.9
2001-09-30T00:00:00Z;-7.2;19.5;75.0
2001-10-01T00:00:00Z;-10.0;16.8;80.4
2001-10-02T00:00:00Z;-10.8;24.0;85.9
2001-10-03T00:00:00Z;-11.3;19.1;86.6
2001-10-04T00:00:00Z;-11.0;18.9;87.0
2001-10-05T00:00:00Z;-8.1;8.0;92.2
2001-10-06T00:00:00Z;-6.9;23.7;91.7
2001-10-07T00:00:00Z;-9.9;14.5;84.4
2001-10-08T00:00:00Z;-12.3;8.3;82.9
2001-10-09T00:00:00Z;-13.3;12.9;81.0
2001-10-10T00:00:00Z;-14.8;6.8;76.6
2001-10-11T00:00:00Z;-15.0;18.7;83.6
2001-10-12T00:00:00Z;-13.0;28.7;86.2
2001-10-13T00:00:00Z;-9.4;19.6;89.9
2001-10-14T00:00:00Z;-8.1;9.0;89.9
2001-10-15T00:00:00Z;-10.4;8.1;87.9
2001-10-16T00:00:00Z;-10.9;11.3;82.5
2001-10-17T00:00:00Z;-12.4;7.0;74.9
2001-10-18T00:00:00Z;-13.8;23.5;81.9
2001-10-19T00:00:00Z;-17.7;28.3;81.9
2001-10-20T00:00:00Z;-17.4;17.2;83.7
2001-10-21T00:00:00Z;-17.5;25.0;82.5
2001-10-22T00:00:00Z;-17.6;29.1;81.5
2001-10-23T00:00:00Z;-19.8;28.8;80.5
2001-10-24T00:00:00Z;-20.8;19.9;80.4
2001-10-25T00:00:00Z;-20.6;14.7;81.7
2001-10-26T00:00:00Z;-16.7;12.7;85.4
2001-10-27T00:00:00Z;-16.0;20.5;86.0
2001-10-28T00:00:00Z;-15.7;19.7;84.9
2001-10-29T00:00:00Z;-16.8;22.4;84.5
2001-10-30T00:00:00Z;-13.5;36.8;88.6
2001-10-31T00:00:00Z;-15.2;34.5;84.9
2001-11-01T00:00:00Z;-12.0;20.4;89.0
2001-11-02T00:00:00Z;-12.8;13.9;91.5
2001-11-03T00:00:00Z;-13.3;13.0;88.7
2001-11-04T00:00:00Z;-17.6;19.5;81.7
2001-11-05T00:00:00Z;-19.8;4.5;80.4
2001-11-06T00:00:00Z;-19.1;21.7;84.0
2001-11-07T00:00:00Z;-19.6;9.2;86.5
2001-11-08T00:00:00Z;-15.1;13.4;85.7
2001-11-09T00:00:00Z;-19.4;24.8;82.4
2001-11-10T00:00:00Z;-19.8;23.5;82.2
2001-11-11T00:00:00Z;-17.1;47.6;69.9
2001-11-12T00:00:00Z;-15.8;45.0;82.1
2001-11-13T00:00:00Z;-16.8;31.8;80.1
2001-11-14T00:00:00Z;-13.8;34.7;84.6
2001-11-15T00:00:00Z;-14.6;26.7;84.9
2001-11-16T00:00:00Z;-12.0;26.9;87.3
2001-11-17T00:00:00Z;-13.3;12.5;87.3
2001-11-18T00:00:00Z;-13.3;10.1;88.9
2001-11-19T00:00:00Z;-14.8;7.5;82.6
2001-11-20T00:00:00Z;-16.6;25.8;82.3
2001-11-21T00:00:00Z;-15.3;25.5;84.1
2001-11-22T00:00:00Z;-20.2;33.4;80.7
2001-11-23T00:00:00Z;-21.0;32.2;81.3
2001-11-24T00:00:00Z;-20.3;24.7;82.3
2001-11-25T00:00:00Z;-17.3;28.5;80.2
2001-11-26T00:00:00Z;-17.7;13.3;82.1
2001-11-27T00:00:00Z;-15.1;8.7;82.8
2001-11-28T00:00:00Z;-16.0;17.9;85.8
2001-11-29T00:00:00Z;-17.7;20.5;84.8
2001-11-30T00:00:00Z;-17.5;24.4;81.2
2001-12-01T00:00:00Z;-15.3;19.5;86.9
2001-12-02T00:00:00Z;-16.5;23.6;85.9
2001-12-03T00:00:00Z;-17.2;19.3;88.7
2001-12-04T00:00:00Z;-17.0;23.2;85.3
2001-12-05T00:00:00Z;-19.3;27.2;78.2
2001-12-06T00:00:00Z;-20.4;12.7;70.2
2001-12-07T00:00:00Z;-22.3;18.4;80.9
2001-12-08T00:00:00Z;-15.5;26.3;86.9
2001-12-09T00:00:00Z;-14.2;19.9;86.6
2001-12-10T00:00:00Z;-18.9;18.3;80.5
2001-12-11T00:00:00Z;-20.2;15.1;82.5
2001-12-12T00:00:00Z;-21.6;23.6;77.6
2001-12-13T00:00:00Z;-21.8;26.1;80.0
2001-12-14T00:00:00Z;-22.7;21.5;77.8
2001-12-15T00:00:00Z;-24.6;13.1;74.2
2001-12-16T00:00:00Z;-25.8;3.9;77.6
2001-12-17T00:00:00Z;-25.9;11.4;81.4
2001-12-18T00:00:00Z;-28.2;11.5;79.2
2001-12-19T00:00:00Z;-28.0;20.1;76.7
2001-12-20T00:00:00Z;-23.5;31.8;77.8
2001-12-21T00:00:00Z;-23.7;27.7;74.6
2001-12-22T00:00:00Z;-24.3;14.2;79.2
2001-12-23T00:00:00Z;-24.2;29.7;79.2
2001-12-24T00:00:00Z;-17.6;19.4;84.8
2001-12-25T00:00:00Z;-22.8;9.7;80.7
2001-12-26T00:00:00Z;-25.3;13.4;77.8
2001-12-27T00:00:00Z;-14.2;27.6;86.0
2001-12-28T00:00:00Z;-13.3;12.1;91.3
2001-12-29T00:00:00Z;-13.4;29.9;82.4
2001-12-30T00:00:00Z;-20.9;28.4;71.7
2001-12-31T00:00:00Z;-22.8;17.1;80.3
